fact,year,date,source
"1959: Piedmont Airlines Flight 349 crashes on approach to Charlottesville-Albemarle Airport in Albemarle County, Virginia, killing 26 of the 27 on board.",1959,10/30,wikipedia/muffinlabs
"1983: The first democratic elections in Argentina, after seven years of military rule, are held.",1983,10/30,wikipedia/muffinlabs
1822: Emperor Agustín de Iturbide attempts to dissolve the Congress of the Mexican Empire.,1822,10/31,wikipedia/muffinlabs
1837: Approximately 300 Muscogee die in the steamboat Monmouth disaster on the Trail of Tears in the United States.,1837,10/31,wikipedia/muffinlabs
1864: Nevada is admitted as the 36th U.S. state.,1864,10/31,wikipedia/muffinlabs
"1895: The strongest earthquake in the Midwestern United States since 1812 strikes near Charleston, Missouri, causing damage and killing at least two.",1895,10/31,wikipedia/muffinlabs
"1903: The Purdue Wreck, a railroad train collision in Indianapolis, kills 17 people, including 14 players of the Purdue University football team.",1903,10/31,wikipedia/muffinlabs
"1907: The Parliament of Finland approved the Prohibition Act, but the law was not implemented because it was not ratified by Tsar Nicholas II of Russia.",1907,10/31,wikipedia/muffinlabs
"1913: Dedication of the Lincoln Highway, the first automobile highway across United States.",1913,10/31,wikipedia/muffinlabs
1913: The Indianapolis Streetcar Strike and subsequent riot begins.,1913,10/31,wikipedia/muffinlabs
"1924: World Savings Day is announced in Milan, Italy by the Members of the Association at the 1st International Savings Bank Congress (World Society of Savings Banks).",1924,10/31,wikipedia/muffinlabs
"1938: Great Depression: In an effort to restore investor confidence, the New York Stock Exchange unveils a fifteen-point program aimed to upgrade protection for the investing public.",1938,10/31,wikipedia/muffinlabs
"1941: World War II: The destroyer USS Reuben James is torpedoed by a German U-boat near Iceland, killing more than 100 U.S. Navy sailors. It is the first U.S. Navy vessel sunk by enemy action in WWII.",1941,10/31,wikipedia/muffinlabs
1943: World War II: An F4U Corsair accomplishes the first successful radar-guided interception by a United States Navy or Marine Corps aircraft.,1943,10/31,wikipedia/muffinlabs
"1956: Hungarian Revolution of 1956: A Revolutionary Headquarters is established in Hungary. Following Imre Nagy's announcement of October 30, banned non-Communist political parties are reformed, and the MDP is replaced by the MSZMP.  József Mindszenty is released from prison. The Soviet Politburo makes the decision to crush the Revolution.",1956,10/31,wikipedia/muffinlabs
1963: Indiana State Fairgrounds Coliseum gas explosion: A gas explosion at the Indiana State Fairgrounds Coliseum in Indianapolis kills 81 people and injures another 400 during an ice show.,1963,10/31,wikipedia/muffinlabs
"1968: Vietnam War October surprise: Citing progress with the Paris peace talks, US President Lyndon B. Johnson announces to the nation that he has ordered a complete cessation of ""all air, naval, and artillery bombardment of North Vietnam"" effective November 1.",1968,10/31,wikipedia/muffinlabs
1968: Great Drought of 1968: Amidst a collapse of hydropower President of Chile Eduardo Frei Montalva decrees the establishment of daylight saving time.,1968,10/31,wikipedia/muffinlabs
"1973: Three Provisional Irish Republican Army members escape from Mountjoy Prison, Dublin aboard a hijacked helicopter that landed in the exercise yard.",1973,10/31,wikipedia/muffinlabs
"1984: Indian Prime Minister Indira Gandhi is assassinated by two Sikh security guards. Riots break out in New Delhi and other cities and around 3,000 Sikhs are killed.",1984,10/31,wikipedia/muffinlabs
"1994: American Eagle Flight 4184 crashes near Roselawn, Indiana killing all 68 people on board.",1994,10/31,wikipedia/muffinlabs
"2002: A federal grand jury in Houston, Texas indicts former Enron chief financial officer Andrew Fastow on 78 counts of wire fraud, money laundering, conspiracy and obstruction of justice related to the collapse of his ex-employer.",2002,10/31,wikipedia/muffinlabs
"2014: During a test flight, the VSS Enterprise, a Virgin Galactic experimental spaceflight test vehicle, suffers a catastrophic in-flight breakup and crashes in the Mojave Desert, California.",2014,10/31,wikipedia/muffinlabs
"2017: A truck drives into a crowd in Lower Manhattan, New York City, killing eight people.",2017,10/31,wikipedia/muffinlabs
"1520: The Strait of Magellan, the passage immediately south of mainland South America connecting the Pacific and the Atlantic Oceans, is first discovered and navigated by European explorer Ferdinand Magellan during the first recorded circumnavigation voyage.",1520,11/1,wikipedia/muffinlabs
1683: The British Crown colony of New York is subdivided into 12 counties.,1683,11/1,wikipedia/muffinlabs
1765: The British Parliament enacts the Stamp Act on the Thirteen Colonies in order to help pay for British military operations in North America.,1765,11/1,wikipedia/muffinlabs
1800: John Adams becomes the first President of the United States to live in the Executive Mansion (later renamed the White House).,1800,11/1,wikipedia/muffinlabs
1814: Congress of Vienna opens to re-draw the European political map after the defeat of France in the Napoleonic Wars.,1814,11/1,wikipedia/muffinlabs
"1848: In Boston, Massachusetts, the first medical school for women, Boston Female Medical School (which later merged with the Boston University School of Medicine), opens.",1848,11/1,wikipedia/muffinlabs
"1861: American Civil War: U.S. President Abraham Lincoln appoints George B. McClellan as the commander of the Union Army, replacing General Winfield Scott.",1861,11/1,wikipedia/muffinlabs
"1870: In the United States, the Weather Bureau (later renamed the National Weather Service) makes its first official meteorological forecast.",1870,11/1,wikipedia/muffinlabs
"1894: Buffalo Bill, 15 of his Native Americans, and Annie Oakley were filmed by Thomas Edison in his Black Maria Studio in West Orange, New Jersey.",1894,11/1,wikipedia/muffinlabs
1897: The first Library of Congress building opens its doors to the public; the library had previously been housed in the Congressional Reading Room in the U.S. Capitol.,1897,11/1,wikipedia/muffinlabs
"1918: Malbone Street wreck: The worst rapid transit accident in US history occurs under the intersection of Malbone Street and Flatbush Avenue, Brooklyn, New York City, with at least 102 deaths.",1918,11/1,wikipedia/muffinlabs
"1922: Abolition of the Ottoman sultanate: The last sultan of the Ottoman Empire, Mehmed VI, abdicates.",1922,11/1,wikipedia/muffinlabs
"1941: American photographer Ansel Adams takes a picture of a moonrise over the town of Hernandez, New Mexico that would become one of the most famous images in the history of photography.",1941,11/1,wikipedia/muffinlabs
1942: World War II: Matanikau Offensive begins during the Guadalcanal campaign and ends three days later with an American victory.,1942,11/1,wikipedia/muffinlabs
"1943: World War II: The 3rd Marine Division, United States Marines, landing on Bougainville in the Solomon Islands, secures a beachhead, leading that night to a naval clash at the Battle of Empress Augusta Bay.",1943,11/1,wikipedia/muffinlabs
"1949: All 55 people on board Eastern Air Lines Flight 537 are killed when the Douglas DC-4 operating the flight collides in mid-air with a Bolivian Air Force Lockheed P-38 Lightning aircraft over Alexandria, Virginia.",1949,11/1,wikipedia/muffinlabs
1950: Puerto Rican nationalists Griselio Torresola and Oscar Collazo attempt to assassinate US President Harry S. Truman at Blair House.,1950,11/1,wikipedia/muffinlabs
1951: Operation Buster-Jangle: Six thousand five hundred United States Army soldiers are exposed to 'Desert Rock' atomic explosions for training purposes in Nevada. Participation is not voluntary.,1951,11/1,wikipedia/muffinlabs
"1952: Nuclear weapons testing: The United States successfully detonates Ivy Mike, the first thermonuclear device, at the Eniwetok atoll. The explosion had a yield of ten megatons TNT equivalent.",1952,11/1,wikipedia/muffinlabs
1954: The Front de Libération Nationale fires the first shots of the Algerian War of Independence.,1954,11/1,wikipedia/muffinlabs
1955: The establishment of a Military Assistance Advisory Group in South Vietnam marks the beginning of American involvement in the conflict.,1955,11/1,wikipedia/muffinlabs
"1956: The Indian states Kerala, Andhra Pradesh, and Mysore are formally created under the States Reorganisation Act; Kanyakumari district is joined to Tamil Nadu from Kerala. Delhi was established as a union territory.",1956,11/1,wikipedia/muffinlabs
"1957: The Mackinac Bridge, the world's longest suspension bridge between anchorages at the time, opens to traffic connecting Michigan's upper and lower peninsulas.",1957,11/1,wikipedia/muffinlabs
1963: The 1963 South Vietnamese coup begins.,1963,11/1,wikipedia/muffinlabs
"1968: The Motion Picture Association of America's film rating system is officially introduced, originating with the ratings G, M, R, and X.",1968,11/1,wikipedia/muffinlabs
1973: The Indian state of Mysore is renamed as Karnataka to represent all the regions within Karunadu.,1973,11/1,wikipedia/muffinlabs
1976: Burundian president Michel Micombero is deposed in a bloodless military coup d'état by deputy Jean-Baptiste Bagaza.,1976,11/1,wikipedia/muffinlabs
"1979: In Bolivia, Colonel Alberto Natusch executes a bloody coup d'état against the constitutional government of Wálter Guevara.",1979,11/1,wikipedia/muffinlabs
1981: Antigua and Barbuda gains independence from the United Kingdom.,1981,11/1,wikipedia/muffinlabs
"1982: Honda becomes the first Asian automobile company to produce cars in the United States with the opening of its factory in Marysville, Ohio; a Honda Accord is the first car produced there.",1982,11/1,wikipedia/muffinlabs
1991: President of the Chechen Republic Dzhokhar Dudayev declares sovereignty of the Chechen Republic of Ichkeria from the Russian Federation.,1991,11/1,wikipedia/muffinlabs
2011: Mario Draghi succeeds Jean-Claude Trichet and becomes the third president of the European Central Bank.,2011,11/1,wikipedia/muffinlabs
1410: The Peace of Bicêtre suspends hostilities in the Armagnac-Burgundian Civil War.,1410,11/2,wikipedia/muffinlabs
1675: Plymouth Colony governor Josiah Winslow leads a colonial militia against the Narragansett during King Philip's War.,1675,11/2,wikipedia/muffinlabs
"1795: The French Directory, a five-man revolutionary government, is created.",1795,11/2,wikipedia/muffinlabs
1889: North Dakota and South Dakota are admitted as the 39th and 40th U.S. states.,1889,11/2,wikipedia/muffinlabs
"1917: The Balfour Declaration proclaims British support for the ""establishment in Palestine of a national home for the Jewish people"" with the clear understanding ""that nothing shall be done which may prejudice the civil and religious rights of existing non-Jewish communities"".",1917,11/2,wikipedia/muffinlabs
"1917: The Military Revolutionary Committee of the Petrograd Soviet, in charge of preparation and carrying out the Russian Revolution, holds its first meeting.",1917,11/2,wikipedia/muffinlabs
"1920: In the United States, KDKA of Pittsburgh starts broadcasting as the first commercial radio station. The first broadcast is the result of the 1920 United States presidential election.",1920,11/2,wikipedia/muffinlabs
"1947: In California, designer Howard Hughes performs the maiden (and only) flight of the Hughes H-4 Hercules (also known as the ""Spruce Goose""), the largest fixed-wing aircraft ever built until Scaled Composites rolled out their Stratolaunch in May 2017.",1947,11/2,wikipedia/muffinlabs
1949: The Dutch-Indonesian Round Table Conference ends with the Netherlands agreeing to transfer sovereignty of the Dutch East Indies to the United States of Indonesia.,1949,11/2,wikipedia/muffinlabs
1951: Canada in the Korean War: A platoon of The Royal Canadian Regiment defends a vital area against a full battalion of Chinese troops in the Battle of the Song-gok Spur. The engagement lasts into the early hours the next day.,1951,11/2,wikipedia/muffinlabs
1959: Quiz show scandals: Twenty-One game show contestant Charles Van Doren admits to a Congressional committee that he had been given questions and answers in advance.,1959,11/2,wikipedia/muffinlabs
1963: South Vietnamese President Ngô Đình Diệm is assassinated following a military coup.,1963,11/2,wikipedia/muffinlabs
"1965: Norman Morrison, a 31-year-old Quaker, sets himself on fire in front of the river entrance to the Pentagon to protest the use of napalm in the Vietnam war.",1965,11/2,wikipedia/muffinlabs
"1966: The Cuban Adjustment Act comes into force, allowing 123,000 Cubans the opportunity to apply for permanent residence in the United States.",1966,11/2,wikipedia/muffinlabs
"1967: Vietnam War: US President Lyndon B. Johnson and ""The Wise Men"" conclude that the American people should be given more optimistic reports on the progress of the war.",1967,11/2,wikipedia/muffinlabs
1983: U.S. President Ronald Reagan signs a bill creating Martin Luther King Jr. Day.,1983,11/2,wikipedia/muffinlabs
1984: Capital punishment: Velma Barfield becomes the first woman executed in the United States since 1962.,1984,11/2,wikipedia/muffinlabs
1986: Lebanon hostage crisis: U.S. hostage David Jacobsen is released in Beirut after 17 months in captivity.,1986,11/2,wikipedia/muffinlabs
"1997: Tropical Storm Linda makes landfall in the Mekong Delta in Vietnam, causing more than 3,000 deaths.",1997,11/2,wikipedia/muffinlabs
"2016: The Chicago Cubs defeat the Cleveland Indians in the World Series, ending the longest Major League Baseball championship drought at 108 years.",2016,11/2,wikipedia/muffinlabs
"1090: The Rouen Riot, an attempt by English king William Rufus to take possession of Rouen, the capital city of his brother Robert, duke of Normandy, fails.",1090,11/3,wikipedia/muffinlabs
1783: The American Continental Army is disbanded.,1783,11/3,wikipedia/muffinlabs
"1848: A greatly revised Dutch constitution, which transfers much authority from the king to his parliament and ministers, is proclaimed.",1848,11/3,wikipedia/muffinlabs
"1868: John Willis Menard (R-LA) becomes the first African American elected to the United States Congress.  Because of an electoral challenge, he is never seated.",1868,11/3,wikipedia/muffinlabs
"1903: With the encouragement of the United States, Panama separates from Colombia.",1903,11/3,wikipedia/muffinlabs
1908: William Howard Taft is elected the 27th President of the United States.,1908,11/3,wikipedia/muffinlabs
1911: Chevrolet officially enters the automobile market in competition with the Ford Model T.,1911,11/3,wikipedia/muffinlabs
"1920: Russian Civil War: The Russian Army retreats to Crimea, after a successful offensive by the Red Army and Revolutionary Insurgent Army of Ukraine.",1920,11/3,wikipedia/muffinlabs
1929: The Gwangju Student Independence Movement occurred.,1929,11/3,wikipedia/muffinlabs
1936: Franklin D. Roosevelt is reelected as President of the United States.,1936,11/3,wikipedia/muffinlabs
1943: World War II: Five hundred aircraft of the U.S. 8th Air Force devastate Wilhelmshaven harbor in Germany.,1943,11/3,wikipedia/muffinlabs
1946: The Constitution of Japan is adopted through Emperor's assent.,1946,11/3,wikipedia/muffinlabs
1949: Chinese Civil War: The Battle of Dengbu Island occurs.,1949,11/3,wikipedia/muffinlabs
1960: The land that would become the Great Swamp National Wildlife Refuge is established by an Act of Congress after a year-long legal battle that pitted local residents against Port Authority of New York and New Jersey officials wishing to turn the Great Swamp into a major regional airport for jet aircraft.,1960,11/3,wikipedia/muffinlabs
"1964: Lyndon B. Johnson is elected to a full term as U.S. president, winning 61% of the vote and 44 states, while Washington D.C. residents are able to vote in a presidential election for the first time, casting the majority of their votes for Lyndon Johnson.",1964,11/3,wikipedia/muffinlabs
1967: Vietnam War: The Battle of Dak To begins.,1967,11/3,wikipedia/muffinlabs
"1969: Vietnam War: U.S. President Richard M. Nixon addresses the nation on television and radio, asking the ""silent majority"" to join him in solidarity on the Vietnam War effort and to support his policies.",1969,11/3,wikipedia/muffinlabs
"1973: Mariner program: NASA launches the Mariner 10 toward Mercury. On March 29, 1974, it becomes the first space probe to reach that planet.",1973,11/3,wikipedia/muffinlabs
1978: Dominica gains its independence from the United Kingdom.,1978,11/3,wikipedia/muffinlabs
"1979: Greensboro massacre: Five members of the Communist Workers Party are shot dead and seven are wounded by a group of Klansmen and neo-Nazis during a ""Death to the Klan"" rally in Greensboro, North Carolina, United States.",1979,11/3,wikipedia/muffinlabs
1986: Iran-Contra affair: The Lebanese magazine Ash-Shiraa reports that the United States has been secretly selling weapons to Iran in order to secure the release of seven American hostages held by pro-Iranian groups in Lebanon.,1986,11/3,wikipedia/muffinlabs
"1986: The Compact of Free Association becomes law, granting the Federated States of Micronesia and the Marshall Islands independence from the United States.",1986,11/3,wikipedia/muffinlabs
"1988: Sri Lankan Tamil mercenaries attempt to overthrow the Maldivian government. At President Maumoon Abdul Gayoom's request, the Indian military suppresses the rebellion within 24 hours.",1988,11/3,wikipedia/muffinlabs
1992: Democratic Arkansas Governor Bill Clinton defeats Republican President George H. W. Bush and Independent candidate Ross Perot in the 1992 United States presidential election.,1992,11/3,wikipedia/muffinlabs
1997: The United States imposes economic sanctions against Sudan in response to its human rights abuses of its own citizens and its material and political assistance to Islamic extremist groups across the Middle East and East Africa.,1997,11/3,wikipedia/muffinlabs
"2014: One World Trade Center officially opens in New York City, replacing the Twin Towers after they were destroyed during the September 11 attacks.",2014,11/3,wikipedia/muffinlabs
"2020: The 2020 United States presidential election takes place between Democratic Joe Biden and Republican incumbent President Donald Trump. On November 7, Biden was declared the winner.",2020,11/3,wikipedia/muffinlabs
1429: Armagnac-Burgundian Civil War: Joan of Arc liberates Saint-Pierre-le-Moûtier.,1429,11/4,wikipedia/muffinlabs
"1737: The Teatro di San Carlo, the oldest working opera house in Europe, is inaugurated in Naples, Italy.",1737,11/4,wikipedia/muffinlabs
1791: Northwest Indian War: The Western Confederacy of American Indians wins a major victory over the United States in the Battle of the Wabash.,1791,11/4,wikipedia/muffinlabs
1864: American Civil War: Confederate troops bombard a Union supply base and destroy millions of dollars in materiel at the Battle of Johnsonville.,1864,11/4,wikipedia/muffinlabs
1924: Nellie Tayloe Ross of Wyoming becomes the first female elected as governor in the United States.,1924,11/4,wikipedia/muffinlabs
"1936: Spanish Civil War: Largo Caballero reshuffles his war cabinet, persuading the anarcho-syndicalist CNT to join the government.",1936,11/4,wikipedia/muffinlabs
"1939: World War II: U.S. president Franklin D. Roosevelt orders the United States Customs Service to implement the Neutrality Act of 1939, allowing cash-and-carry purchases of weapons by belligerents.",1939,11/4,wikipedia/muffinlabs
"1952: The United States government establishes the National Security Agency, or NSA.",1952,11/4,wikipedia/muffinlabs
"1962: The United States concludes Operation Fishbowl, its final above-ground nuclear weapons testing series, in anticipation of the 1963 Partial Nuclear Test Ban Treaty.",1962,11/4,wikipedia/muffinlabs
1970: Vietnam War: The United States turns over control of the air base at Bình Thủy in the Mekong Delta to South Vietnam.,1970,11/4,wikipedia/muffinlabs
"1970: Salvador Allende takes office as President of Chile, the first Marxist to become president of a Latin American country through open elections.",1970,11/4,wikipedia/muffinlabs
1979: Iran hostage crisis: A group of Iranian college students overruns the U.S. embassy in Tehran and takes 90 hostages.,1979,11/4,wikipedia/muffinlabs
"1980: Ronald Reagan is elected as the 40th President of the United States, defeating incumbent Jimmy Carter.",1980,11/4,wikipedia/muffinlabs
2002: Chinese authorities arrest cyber-dissident He Depu for signing a pro-democracy letter to the 16th Communist Party Congress.,2002,11/4,wikipedia/muffinlabs
2008: Barack Obama becomes the first person of biracial or African-American descent to be elected as President of the United States.,2008,11/4,wikipedia/muffinlabs
"1138: Lý Anh Tông is enthroned as emperor of Vietnam at the age of two, beginning a 37-year reign.",1138,11/5,wikipedia/muffinlabs
"1768: The Treaty of Fort Stanwix is signed, the purpose of which is to adjust the boundary line between Indian lands and white settlements set forth in the Royal Proclamation of 1763 in the Thirteen Colonies.",1768,11/5,wikipedia/muffinlabs
1780: French-American forces under Colonel LaBalme are defeated by Miami Chief Little Turtle.,1780,11/5,wikipedia/muffinlabs
"1811: Salvadoran priest José Matías Delgado rings the bells of La Merced church in San Salvador, calling for insurrection and launching the 1811 Independence Movement.",1811,11/5,wikipedia/muffinlabs
1828: Greek War of Independence: The French Morea expedition to recapture Morea (now the Peloponnese) ends when the last Ottoman forces depart the peninsula.,1828,11/5,wikipedia/muffinlabs
1862: American Civil War: Abraham Lincoln removes George B. McClellan as commander of the Army of the Potomac.,1862,11/5,wikipedia/muffinlabs
"1862: American Indian Wars: In Minnesota, 303 Dakota warriors are found guilty of rape and murder of whites and are sentenced to death. Thirty-eight are ultimately hanged and the others reprieved.",1862,11/5,wikipedia/muffinlabs
"1872: Women's suffrage in the United States: In defiance of the law, suffragist Susan B. Anthony votes for the first time, and is later fined $100.",1872,11/5,wikipedia/muffinlabs
1895: George B. Selden is granted the first U.S. patent for an automobile.,1895,11/5,wikipedia/muffinlabs
"1912: Woodrow Wilson is elected the 28th President of the United States, defeating incumbent William Howard Taft.",1912,11/5,wikipedia/muffinlabs
"1916: The Everett massacre takes place in Everett, Washington as political differences lead to a shoot-out between the Industrial Workers of the World organizers and local police.",1916,11/5,wikipedia/muffinlabs
1940: Franklin D. Roosevelt is the first and only President of the United States to be elected to a third term.,1940,11/5,wikipedia/muffinlabs
1950: Korean War: British and Australian forces from the 27th British Commonwealth Brigade successfully halted the advancing Chinese 117th Division during the Battle of Pakchon.,1950,11/5,wikipedia/muffinlabs
1968: Richard Nixon is elected as 37th President of the United States.,1968,11/5,wikipedia/muffinlabs
"1970: The Military Assistance Command, Vietnam reports the lowest weekly American soldier death toll in five years (24).",1970,11/5,wikipedia/muffinlabs
1983: The Byford Dolphin diving bell accident kills five and leaves one severely injured.,1983,11/5,wikipedia/muffinlabs
"1990: Rabbi Meir Kahane, founder of the far-right Kach movement, is shot dead after a speech at a New York City hotel.",1990,11/5,wikipedia/muffinlabs
1996: Pakistani President Farooq Leghari dismisses the government of Prime Minister Benazir Bhutto and dissolves the National Assembly.,1996,11/5,wikipedia/muffinlabs
1996: Bill Clinton is reelected President of the United States.,1996,11/5,wikipedia/muffinlabs
"2006: Saddam Hussein, the former president of Iraq, and his co-defendants Barzan Ibrahim al-Tikriti and Awad Hamed al-Bandar, are sentenced to death in the al-Dujail trial for their roles in the 1982 massacre of 148 Shia Muslims.",2006,11/5,wikipedia/muffinlabs
"2009: U.S. Army Major Nidal Hasan murders 13 and wounds 32 at Fort Hood, Texas in the deadliest mass shooting at a U.S. military installation.",2009,11/5,wikipedia/muffinlabs
"2017: Devin Patrick Kelley kills 26 and injures 22 in a church in Sutherland Springs, Texas.",2017,11/5,wikipedia/muffinlabs
"2024: Donald Trump becomes the first president of the United States to be elected to a non-consecutive second term in 132 years, since Grover Cleveland won the 1892 election.",2024,11/5,wikipedia/muffinlabs
1792: Battle of Jemappes in the French Revolutionary Wars.,1792,11/6,wikipedia/muffinlabs
"1860: Abraham Lincoln is elected the 16th president of the United States with only 40% of the popular vote, defeating John C. Breckinridge, John Bell, and Stephen A. Douglas in a four-way race.",1860,11/6,wikipedia/muffinlabs
"1869: In New Brunswick, New Jersey, Rutgers College defeats Princeton University (then known as the College of New Jersey), 6-4, in the first official intercollegiate American football game.",1869,11/6,wikipedia/muffinlabs
"1900: President William McKinley is re-elected, along with his vice-presidential running mate, Governor Theodore Roosevelt of New York.",1900,11/6,wikipedia/muffinlabs
"1936: Spanish Civil War: The republican government flees from Madrid to Valencia, leading to the formation of the Madrid Defense Council in its stead.",1936,11/6,wikipedia/muffinlabs
"1963: Nguyễn Ngọc Thơ is appointed to head the South Vietnamese government by General Dương Văn Minh's junta, five days after the latter deposed and assassinated President Ngô Đình Diệm.",1963,11/6,wikipedia/muffinlabs
"1971: The United States Atomic Energy Commission tests the largest U.S. underground hydrogen bomb, code-named Cannikin, on Amchitka Island in the Aleutians.",1971,11/6,wikipedia/muffinlabs
"1977: The Kelly Barnes Dam, located above Toccoa Falls College near Toccoa, Georgia, fails, killing 39.",1977,11/6,wikipedia/muffinlabs
2002: Jiang Lijun is detained by Chinese police for signing the Open Letter to the 16th National Congress of the Chinese Communist Party.,2002,11/6,wikipedia/muffinlabs
2012: Tammy Baldwin becomes the first openly gay politician to be elected to the United States Senate.,2012,11/6,wikipedia/muffinlabs
2016: Syrian civil war: The Syrian Democratic Forces (SDF) launch an offensive to capture the city of Raqqa from the Islamic State of Iraq and the Levant (ISIL).,2016,11/6,wikipedia/muffinlabs
"1775: John Murray (also known as Lord Dunmore), the Royal Governor of the Colony of Virginia, starts the first mass emancipation of slaves in North America by issuing Lord Dunmore's Offer of Emancipation, which offers freedom to slaves who abandoned their colonial masters to fight with Murray and the British.",1775,11/7,wikipedia/muffinlabs
1786: The oldest musical organization in the United States is founded as the Stoughton Musical Society.,1786,11/7,wikipedia/muffinlabs
"1811: Tecumseh's War: The Battle of Tippecanoe is fought near present-day Battle Ground, Indiana, United States.",1811,11/7,wikipedia/muffinlabs
"1837: In Alton, Illinois, abolitionist printer Elijah P. Lovejoy is shot dead by a mob while attempting to protect his printing shop from being destroyed a third time.",1837,11/7,wikipedia/muffinlabs
"1861: American Civil War: Battle of Belmont: In Belmont, Missouri, Union forces led by General Ulysses S. Grant overrun a Confederate camp but are forced to retreat when Confederate reinforcements arrive.",1861,11/7,wikipedia/muffinlabs
"1874: A cartoon by Thomas Nast in Harper's Weekly, is considered the first important use of an elephant as a symbol for the United States Republican Party.",1874,11/7,wikipedia/muffinlabs
"1893: Women's suffrage: Women in the U.S. state of Colorado are granted the right to vote, the second state to do so.",1893,11/7,wikipedia/muffinlabs
"1910: The first air freight shipment (from Dayton, Ohio, to Columbus, Ohio) is undertaken by the Wright brothers and department store owner Max Morehouse.",1910,11/7,wikipedia/muffinlabs
1916: Jeannette Rankin is the first woman elected to the United States Congress.,1916,11/7,wikipedia/muffinlabs
1916: Woodrow Wilson is reelected as President of the United States.,1916,11/7,wikipedia/muffinlabs
"1916: Boston Elevated Railway Company's streetcar No. 393 smashes through the warning gates of the open Summer Street drawbridge in Boston, Massachusetts, plunging into the frigid waters of Fort Point Channel, killing 46 people.",1916,11/7,wikipedia/muffinlabs
"1919: The first Palmer Raid is conducted on the second anniversary of the Russian Revolution. Over 10,000 suspected communists and anarchists are arrested in 23 U.S. cities.",1919,11/7,wikipedia/muffinlabs
"1929: In New York City, the Museum of Modern Art opens to the public.",1929,11/7,wikipedia/muffinlabs
1933: Fiorello H. La Guardia is elected the 99th mayor of New York City.,1933,11/7,wikipedia/muffinlabs
1936: Spanish Civil War: The Madrid Defense Council is formed to coordinate the Defense of Madrid against nationalist forces.,1936,11/7,wikipedia/muffinlabs
"1940: In Tacoma, Washington, the original Tacoma Narrows Bridge collapses in a windstorm, a mere four months after the bridge's completion.",1940,11/7,wikipedia/muffinlabs
1944: Franklin D. Roosevelt is elected for a record fourth term as President of the United States.,1944,11/7,wikipedia/muffinlabs
1957: Cold War: The Gaither Report calls for more American missiles and fallout shelters.,1957,11/7,wikipedia/muffinlabs
"1967: Carl B. Stokes is elected as Mayor of Cleveland, Ohio, becoming the first African American mayor of a major American city.",1967,11/7,wikipedia/muffinlabs
"1967: US President Lyndon B. Johnson signs the Public Broadcasting Act of 1967, establishing the Corporation for Public Broadcasting.",1967,11/7,wikipedia/muffinlabs
1972: United States presidential election: U.S. President Richard Nixon is re-elected in the largest landslide victory at the time.,1972,11/7,wikipedia/muffinlabs
"1973: The United States Congress overrides President Richard Nixon's veto of the War Powers Resolution, which limits presidential power to wage war without congressional approval.",1973,11/7,wikipedia/muffinlabs
"1975: In Bangladesh, a joint force of people and soldiers takes part in an uprising led by Colonel Abu Taher that ousts and kills Brigadier Khaled Mosharraf, freeing the then house-arrested army chief and future president Major General Ziaur Rahman.",1975,11/7,wikipedia/muffinlabs
"1982: Colonel Saye Zerbo, president of the military government of Upper Volta, is ousted from power in a coup d'état led by Colonel Gabriel Yoryan Somé.",1982,11/7,wikipedia/muffinlabs
"1983: United States Senate bombing: A bomb explodes inside the United States Capitol. No one is injured, but an estimated $250,000 in damage is caused.",1983,11/7,wikipedia/muffinlabs
"1983: Cold War: The command post exercise Able Archer 83 begins, eventually leading to the Soviet Union to place air units in East Germany and Poland on alert, for fear that NATO was preparing for war",1983,11/7,wikipedia/muffinlabs
"1987: In Tunisia, president Habib Bourguiba is overthrown and replaced by Prime Minister Zine El Abidine Ben Ali.",1987,11/7,wikipedia/muffinlabs
"1989: Douglas Wilder wins the governor's seat in Virginia, becoming the first elected African American governor in the United States.",1989,11/7,wikipedia/muffinlabs
1989: David Dinkins becomes the first African American to be elected Mayor of New York City.,1989,11/7,wikipedia/muffinlabs
1990: Mary Robinson becomes the first woman to be elected President of the Republic of Ireland.,1990,11/7,wikipedia/muffinlabs
1996: NASA launches the Mars Global Surveyor.,1996,11/7,wikipedia/muffinlabs
"2000: The controversial US presidential election is later resolved in the Bush v. Gore Supreme Court case, electing George W. Bush as the 43rd President of the United States.",2000,11/7,wikipedia/muffinlabs
"2000: The U.S. Drug Enforcement Administration discovers one of the country's largest LSD labs inside a converted military missile silo in Wamego, Kansas.",2000,11/7,wikipedia/muffinlabs
2004: Iraq War: The interim government of Iraq calls for a 60-day state of emergency as U.S. forces storm the insurgent stronghold of Fallujah.,2004,11/7,wikipedia/muffinlabs
"2020: Joe Biden is confirmed elected as the 46th president of the United States, defeating incumbent Donald Trump.",2020,11/7,wikipedia/muffinlabs
1602: The Bodleian Library at the University of Oxford is opened to the public.,1602,11/8,wikipedia/muffinlabs
"1861: American Civil War: The ""Trent Affair"": The USS San Jacinto stops the British mail ship Trent and arrests two Confederate envoys, sparking a diplomatic crisis between the UK and US.",1861,11/8,wikipedia/muffinlabs
1889: Montana is admitted as the 41st U.S. state.,1889,11/8,wikipedia/muffinlabs
"1892: The New Orleans general strike begins, uniting black and white American trade unionists in a successful four-day general strike action for the first time.",1892,11/8,wikipedia/muffinlabs
